Customer ID,Customer Segment,Region,Current Price,Proposed Price,Competitor Price,Unit Cost,Willingness to Pay,Expected Demand,Number of Customers,Conversion Rate,Churn Rate,Discount %,Revenue,Gross Profit,Gross Margin %,CAC,LTV,LTV:CAC Ratio,Price Sensitivity Score,Pricing Scenario,Recommended Price,Final Decision
CUST0020,Enterprise,Middle East,4999,699,4450.0,418.0,6547.0,86,27,0.3138809700527598,0.016206189369334448,0.15,16042.05,4756.049999999999,0.2964739543886224,5200.0,10693.15406560059,2.0563757818462673,19.7,Value Entry,4999,Test
CUST0021,Mid-Market,Southeast Asia,2499,899,2540.0,446.0,2751.0,72,19,0.26111322494231104,0.01889865557617222,0.05,16226.949999999999,7752.949999999999,0.4777823312452432,2300.0,21183.432968475125,9.210188247163098,30.7,Value Entry,1999,Test
CUST0022,Enterprise,North America,4999,899,5600.0,764.0,7594.0,102,27,0.26684005461141735,0.023761822503239913,0.15,20632.05,4.049999999999272,0.00019629653863766677,5200.0,6.162647103542722,0.001185124442988985,21.3,Value Entry,4999,Test
CUST0023,Mid-Market,Middle East,2499,699,2230.0,210.0,2983.0,116,32,0.2799496597678029,0.022036577382960547,0.05,21249.6,14529.599999999999,0.6837587531059408,2300.0,20150.329351173077,8.761012761379599,32.0,Value Entry,1999,Test
CUST0024,Students,India,499,1999,490.0,51.0,567.0,19,1,0.025,0.16,0.0,1999.0,1948.0,0.9744872436218109,431.503006012024,10226.999999999998,23.700877763328997,89.7,High Premium,999,Test
CUST0025,Individual Professionals,Europe,999,1199,920.0,172.0,1202.0,90,12,0.13026704498743547,0.057789294357152174,0.0,14388.0,12324.0,0.8565471226021685,538.7387387387388,16744.457696868303,31.080849571110058,68.7,Moderate Increase,999,Recommend
CUST0026,Enterprise,Europe,4999,1199,5440.0,677.0,5246.0,95,27,0.27969589527762767,0.018127291487109242,0.1,29135.700000000004,10856.700000000004,0.37262533592808833,5200.0,21779.923182334947,4.1884467658336435,21.5,Moderate Increase,4999,Test
CUST0027,Students,India,499,1499,430.0,76.0,547.0,39,1,0.02703370938785546,0.13876102602132273,0.1,1349.1000000000001,1273.1000000000001,0.9436661478022386,381.002004008016,7901.666405981815,20.73917282024472,99.1,Premium,999,Test
CUST0028,Small Businesses,India,1499,899,1690.0,121.0,1967.0,151,32,0.21011540017643213,0.036895331683647156,0.15,24452.8,20580.8,0.8416541254989204,1100.0,16788.59463139624,15.262358755814764,45.4,Value Entry,1499,Test
CUST0029,Students,Middle East,499,1199,430.0,75.0,701.0,36,2,0.043188923954062715,0.1066886647892239,0.05,2278.1,2128.1,0.9341556560291471,350.7014028056112,8909.361909335981,25.404409101478027,95.1,Moderate Increase,999,Recommend
CUST0030,Students,Middle East,499,1999,590.0,82.0,714.0,28,1,0.041308376800983426,0.13681324161707983,0.05,1899.05,1817.05,0.9568205155209184,431.503006012024,11464.193675854534,26.568050549189177,89.7,High Premium,999,Test
CUST0031,Individual Professionals,North America,999,1999,900.0,177.0,1128.0,51,5,0.08877458521858227,0.07743052433664725,0.0,9995.0,9110.0,0.9114557278639319,613.6936936936936,21708.771819114,35.37395290548524,71.1,High Premium,999,Test
CUST0032,Mid-Market,India,2499,499,2720.0,326.0,3098.0,111,33,0.29826678449541655,0.018571369774334868,0.1,14820.300000000001,4062.300000000001,0.274103763081719,2300.0,6505.382524219668,2.828427184443334,33.9,Penetration,1999,Test
CUST0033,Small Businesses,Southeast Asia,1499,499,1320.0,261.0,2010.0,124,30,0.24024971624119382,0.03319015107062133,0.05,14221.499999999998,6391.499999999998,0.44942516612171707,1100.0,6206.0229215626805,5.641839019602437,50.9,Penetration,1499,Test
CUST0034,Students,India,499,1499,560.0,59.0,615.0,36,1,0.03644396661543345,0.12279804082011139,0.15,1274.1499999999999,1215.1499999999999,0.9536946199427069,381.002004008016,8680.36618156588,22.782993502005965,99.8,Premium,999,Test
CUST0035,Enterprise,Southeast Asia,4999,699,5210.0,685.0,6801.0,74,21,0.2873203440937158,0.019229694035449503,0.15,12477.15,-1907.8500000000004,-0.15290751493730542,5200.0,-4633.6141455303505,-0.8910796433712213,21.4,Value Entry,4999,Test
CUST0036,Individual Professionals,Middle East,999,1199,1030.0,154.0,1412.0,62,10,0.1619174113132021,0.04624869984033951,0.15,10191.5,8651.5,0.8488936859147329,538.7387387387388,17841.32181405498,33.11683480535289,75.2,Moderate Increase,999,Recommend
CUST0037,Enterprise,Southeast Asia,4999,1499,5430.0,833.0,6901.0,108,30,0.27839752098513687,0.020749425313334107,0.1,40473.00000000001,15483.000000000007,0.3825513305166408,5200.0,24356.878032232114,4.684015006198484,19.7,Premium,4999,Test
CUST0038,Small Businesses,Europe,1499,1199,1530.0,217.0,2118.0,98,21,0.21535087041623774,0.038035876881973074,0.15,21402.149999999998,16845.149999999998,0.7870774665162145,1100.0,20287.149518165577,18.442863198332343,45.1,Moderate Increase,1499,Recommend
CUST0039,Individual Professionals,India,999,899,920.0,138.0,1214.0,87,14,0.16058884718554095,0.042846013980078014,0.0,12586.0,10654.0,0.8464961067853171,520.0,17000.27880539459,32.69284385652806,71.0,Value Entry,999,Recommend
CUST0040,Individual Professionals,North America,999,699,1070.0,139.0,1179.0,117,22,0.19166962612971078,0.04568902088828278,0.0,15378.0,12320.0,0.8011444921316166,520.0,11696.773927576447,22.49379601457009,65.2,Value Entry,999,Recommend
CUST0041,Students,Southeast Asia,499,499,460.0,71.0,703.0,157,26,0.163727216222212,0.08045374196380681,0.0,12974.0,11128.0,0.8577154308617234,280.0,4891.827139830755,17.47081121368127,100.0,Penetration,999,Test
CUST0042,Students,North America,499,699,560.0,89.0,492.0,49,3,0.0709780056233274,0.09738656260747758,0.1,1887.3000000000002,1620.3000000000002,0.8585280559529487,300.2004008016032,5005.839660863745,16.674993262823822,97.6,Value Entry,999,Recommend
CUST0043,Individual Professionals,North America,999,699,920.0,82.0,1233.0,164,28,0.1726162983143373,0.04866301163539853,0.15,16636.2,14340.2,0.8619877135403518,520.0,10012.270556566025,19.254366454934665,67.1,Value Entry,999,Recommend
CUST0044,Mid-Market,Europe,2499,699,2450.0,262.0,3878.0,69,19,0.2688595764900434,0.025671447788219105,0.0,13281.0,8303.0,0.6251788268955651,2300.0,16585.803061405204,7.211218722350089,29.9,Value Entry,1999,Test
CUST0045,Mid-Market,Middle East,2499,999,3240.0,305.0,3596.0,69,17,0.24711626824128988,0.021050432155173323,0.15,14435.55,9250.55,0.6408172878761114,2300.0,25305.67559924645,11.002467651846283,31.8,Moderate Increase,1999,Test
CUST0046,Students,India,499,499,630.0,45.0,397.0,61,4,0.06802214293171617,0.08353918843083079,0.15,1696.6,1516.6,0.893905457974773,280.0,4159.438501059362,14.855137503783437,98.5,Penetration,999,Test
CUST0047,Students,Southeast Asia,499,699,610.0,72.0,538.0,56,4,0.07560822035860658,0.09017181441963629,0.05,2656.2,2368.2,0.8915744296363226,300.2004008016032,5973.748900804551,19.899203614829577,95.6,Value Entry,999,Recommend
CUST0048,Individual Professionals,Europe,999,699,1320.0,165.0,1103.0,115,21,0.17911255104940974,0.047599132491364826,0.1,13211.1,9746.1,0.737720553171197,520.0,9286.077696708959,17.857841724440306,69.6,Value Entry,999,Recommend
CUST0049,Students,Europe,499,1999,510.0,87.0,620.0,34,1,0.025,0.15148140077278566,0.0,1999.0,1912.0,0.9564782391195598,431.503006012024,10710.01161493022,24.820247983699517,88.2,High Premium,999,Test
CUST0050,Enterprise,India,4999,499,6000.0,673.0,6382.0,96,28,0.29301158405781563,0.012509201920717625,0.05,13273.399999999998,-5570.600000000002,-0.41968146819955726,5200.0,-15705.341997277697,-3.020258076399557,18.9,Penetration,4999,Test
CUST0051,Mid-Market,Europe,2499,699,2480.0,411.0,3011.0,89,22,0.2521845467804563,0.025808044375386776,0.15,13071.3,4029.2999999999993,0.30825549103761674,2300.0,6913.474499556069,3.005858478067856,34.1,Value Entry,1999,Test
CUST0052,Individual Professionals,Europe,999,499,1210.0,168.0,1372.0,99,22,0.21723542438052004,0.04775927583921213,0.15,9331.3,5635.299999999999,0.6039137097724862,520.0,5107.206028729635,9.821550055249299,67.4,Penetration,999,Test
CUST0053,Mid-Market,Middle East,2499,999,2790.0,447.0,3434.0,70,16,0.2333622147682462,0.019323189087275146,0.15,13586.4,6434.4,0.47359123829712063,2300.0,20409.632060593034,8.873753069823058,30.2,Moderate Increase,1999,Test
CUST0054,Small Businesses,Southeast Asia,1499,499,1760.0,259.0,1850.0,126,32,0.25244603405868593,0.038254038544002555,0.0,15968.0,7680.0,0.48096192384769537,1100.0,6033.847393234957,5.4853158120317795,49.9,Penetration,1499,Test
CUST0055,Students,India,499,1199,590.0,56.0,652.0,53,2,0.043331402259303466,0.1067986602367354,0.15,2038.3,1926.3,0.9450522494235393,350.7014028056112,8055.221558828847,22.96888890203197,95.0,Moderate Increase,999,Recommend
CUST0056,Enterprise,Southeast Asia,4999,499,4700.0,875.0,6576.0,74,22,0.2932256110508601,0.02336954910274184,0.0,10978.0,-8272.0,-0.7535070140280561,5200.0,-15713.313420081593,-3.0217910423233834,21.1,Penetration,4999,Test
CUST0057,Students,North America,499,499,440.0,73.0,555.0,102,12,0.12207904769345385,0.07383595873267738,0.05,5688.599999999999,4812.599999999999,0.8460078050838519,280.0,5030.585301872343,17.96637607811551,93.5,Penetration,999,Test
CUST0058,Enterprise,Southeast Asia,4999,1199,5090.0,675.0,7261.0,73,20,0.27925793128688603,0.013714456633388026,0.0,23980.0,10480.0,0.4370308590492077,5200.0,37683.85715449455,7.246895606633568,20.4,Moderate Increase,4999,Test
CUST0059,Mid-Market,North America,2499,1199,2680.0,354.0,2984.0,101,24,0.2407307317718655,0.02423643681045811,0.1,25898.4,17402.4,0.6719488462607729,2300.0,29192.66413631548,12.692462667963254,34.2,Moderate Increase,1999,Test
CUST0060,Individual Professionals,Middle East,999,699,1130.0,88.0,1033.0,88,13,0.15153785043233228,0.04914621139315262,0.1,8178.3,7034.3,0.8601176283579717,520.0,10468.904325081907,20.132508317465206,68.8,Value Entry,999,Recommend
CUST0061,Small Businesses,Europe,1499,899,1590.0,184.0,2236.0,106,23,0.22090823120852776,0.032270629595519386,0.0,20677.0,16445.0,0.7953281423804227,1100.0,21441.369707124468,19.492154279204062,44.2,Value Entry,1499,Test
CUST0062,Enterprise,North America,4999,499,5070.0,459.0,6752.0,101,28,0.27627015062800475,0.02113095565201031,0.0,13972.0,1120.0,0.08016032064128256,5200.0,1852.9574534502688,0.3563379718173594,20.1,Penetration,4999,Test
CUST0063,Enterprise,Middle East,4999,699,5030.0,543.0,6813.0,99,28,0.28044078706462966,0.015278610658075516,0.1,17614.8,2410.7999999999993,0.13686218407248446,5200.0,5549.229149152171,1.067159451760033,21.2,Value Entry,4999,Test
CUST0064,Individual Professionals,Middle East,999,899,1150.0,179.0,1265.0,102,16,0.15518981641097698,0.0519919931649818,0.05,13664.8,10800.8,0.7904103975177097,520.0,12308.679972765629,23.67053840916467,69.3,Value Entry,999,Recommend
CUST0065,Enterprise,Middle East,4999,1199,6000.0,627.0,7248.0,127,38,0.29541091258251684,0.014556272257481958,0.0,45562.0,21736.0,0.47706422018348627,5200.0,38723.77503649609,7.446879814710786,20.5,Moderate Increase,4999,Test
CUST0066,Enterprise,Middle East,4999,1499,5730.0,710.0,5845.0,47,13,0.26874336021400685,0.012896979913276955,0.0,19487.0,10257.0,0.5263509006004002,5200.0,60388.113192814555,11.613098690925876,21.4,Premium,4999,Test
CUST0067,Individual Professionals,Middle East,999,499,920.0,177.0,1273.0,131,24,0.18261670050585388,0.05228539004130715,0.0,11976.0,7728.0,0.6452905811623246,520.0,5836.508136701467,11.224054109041283,72.7,Penetration,999,Test
CUST0068,Individual Professionals,Middle East,999,899,1150.0,96.0,1052.0,113,19,0.17068479842274348,0.04823508446382453,0.05,16226.949999999999,14402.949999999999,0.8875944031379895,520.0,14957.689039879242,28.76478661515239,72.4,Value Entry,999,Recommend
CUST0069,Individual Professionals,Middle East,999,1199,800.0,177.0,1453.0,97,15,0.1551042012351786,0.04019094159473707,0.15,15287.25,12632.25,0.8263258597851151,538.7387387387388,20111.576550917085,37.33085279518054,67.2,Moderate Increase,999,Recommend
CUST0070,Students,India,499,1499,450.0,54.0,650.0,33,1,0.030205649211749844,0.1259085151140054,0.15,1274.1499999999999,1220.1499999999999,0.9576188046933249,381.002004008016,8470.61633852127,22.23247187524781,100.0,Premium,999,Test
CUST0071,Students,India,499,899,440.0,88.0,639.0,65,3,0.053227634562151745,0.09775823874313982,0.05,2562.1499999999996,2298.1499999999996,0.8969615362098238,320.4008016032064,7070.118182333967,22.066480941860455,97.1,Value Entry,999,Recommend
CUST0072,Small Businesses,Southeast Asia,1499,1499,1830.0,174.0,1976.0,123,22,0.18023516400502698,0.03546269853717144,0.15,28031.299999999996,24203.299999999996,0.8634383706784915,1100.0,29922.587845142836,27.202352586493486,48.4,Premium,1499,Recommend
CUST0073,Mid-Market,North America,2499,499,2930.0,338.0,3226.0,100,28,0.2784874979093212,0.01791846701095138,0.0,13972.0,4508.0,0.3226452905811623,2300.0,8824.14364546924,3.836584193682278,29.8,Penetration,1999,Test
CUST0074,Individual Professionals,North America,999,499,980.0,83.0,1347.0,95,21,0.22511502225100294,0.05274420583999376,0.1,9431.1,7688.1,0.8151859274103763,520.0,6574.946777926866,12.644128419090126,70.9,Penetration,999,Test
CUST0075,Individual Professionals,Europe,999,699,1160.0,119.0,986.0,99,17,0.1752999435144964,0.050800537676693694,0.0,11883.0,9860.0,0.8297567954220315,520.0,10837.201992846087,20.840773063165553,67.9,Value Entry,999,Recommend
CUST0076,Students,Middle East,499,699,370.0,79.0,777.0,55,5,0.09621452259293571,0.0764274713665757,0.05,3320.25,2925.25,0.8810330547398539,300.2004008016032,7069.919993627997,23.550668069561887,97.5,Value Entry,999,Recommend
CUST0077,Small Businesses,North America,1499,1999,1600.0,194.0,1893.0,53,9,0.17751800498140047,0.03796908377537896,0.15,15292.349999999999,13546.349999999999,0.8858252655739635,1166.0440293529018,38136.31221974452,32.705722305278925,51.6,High Premium,1499,Test
CUST0078,Individual Professionals,Southeast Asia,999,1999,1010.0,93.0,1305.0,52,4,0.08128664420735231,0.06246726468639055,0.05,7596.2,7224.2,0.9510281456517733,613.6936936936936,27105.893064372336,44.168439961029506,75.3,High Premium,999,Test
CUST0079,Individual Professionals,Europe,999,499,1010.0,147.0,1393.0,109,22,0.20512598858746292,0.04673800370684605,0.05,10429.099999999999,7195.0999999999985,0.6899061280455647,520.0,6670.4675245256485,12.827822162549325,72.6,Penetration,999,Test
CUST0080,Small Businesses,Europe,1499,1999,1420.0,133.0,1876.0,68,10,0.1508711900583351,0.033829980966958044,0.05,18990.5,17660.5,0.9299649824912456,1166.0440293529018,50437.64475598914,43.2553518446294,46.2,High Premium,1499,Test
CUST0081,Students,Europe,499,1999,640.0,42.0,653.0,35,1,0.025,0.15192967050403755,0.0,1999.0,1957.0,0.9789894947473737,431.503006012024,10923.959943554886,25.316069161405764,100.0,High Premium,999,Test
CUST0082,Individual Professionals,Southeast Asia,999,1999,940.0,155.0,1170.0,52,4,0.07488311926664176,0.061826717050459376,0.15,6796.599999999999,6176.599999999999,0.9087779183709501,613.6936936936936,23431.298700272313,38.18077151688531,68.3,High Premium,999,Test
CUST0083,Individual Professionals,Southeast Asia,999,499,820.0,126.0,1455.0,95,21,0.222964127297792,0.05011448223827131,0.05,9955.05,7309.049999999999,0.7342052526104841,520.0,6597.048192278678,12.686631138997457,68.9,Penetration,999,Test
CUST0084,Small Businesses,India,1499,1999,1720.0,200.0,1871.0,49,7,0.15160456833935348,0.03948318645153945,0.1,12593.7,11193.7,0.8888333055416597,1166.0440293529018,38901.683845363914,33.36210543177557,46.9,High Premium,1499,Test
CUST0085,Enterprise,Europe,4999,1499,4610.0,410.0,5391.0,77,20,0.26201158459191093,0.011907100118188707,0.1,26982.000000000004,18782.000000000004,0.6960936920910237,5200.0,77929.80936320226,14.98650180061582,21.4,Premium,4999,Test
CUST0086,Students,Middle East,499,699,490.0,84.0,782.0,89,11,0.12397335648052984,0.08237818448394885,0.1,6920.1,5996.1,0.8664759179780639,300.2004008016032,6071.943133624912,20.22629922349019,88.0,Value Entry,999,Recommend
CUST0087,Enterprise,Europe,4999,899,5150.0,693.0,5828.0,122,34,0.27634836729436896,0.013447723240810344,0.1,27509.4,3947.4000000000015,0.14349276974416023,5200.0,8517.331691073678,1.6379484021295534,19.8,Value Entry,4999,Test
CUST0088,Enterprise,India,4999,999,4660.0,581.0,7222.0,62,19,0.3054460260485029,0.017251876946762282,0.05,18031.95,6992.950000000001,0.38780886149307203,5200.0,20965.860573079597,4.031896264053769,19.2,Moderate Increase,4999,Test
CUST0089,Mid-Market,India,2499,1199,2340.0,247.0,3013.0,85,20,0.23629191146653405,0.011988961913351137,0.05,22781.0,17841.0,0.7831526271893244,2300.0,73513.89160254992,31.962561566326052,31.3,Moderate Increase,1999,Test
CUST0090,Students,Middle East,499,1199,550.0,89.0,631.0,38,1,0.03270168281038756,0.11293933431693218,0.1,1079.1000000000001,990.1000000000001,0.9175238624779909,350.7014028056112,7776.553407231581,22.17428657262034,97.5,Moderate Increase,999,Recommend
CUST0091,Students,Middle East,499,1199,540.0,86.0,574.0,54,3,0.060958377831395086,0.11992381685423632,0.1,3237.3,2979.3,0.9203039570012047,350.7014028056112,7287.990662808726,20.78118480423745,97.5,Moderate Increase,999,Recommend
CUST0092,Small Businesses,Europe,1499,1499,1380.0,148.0,1726.0,54,9,0.1578373734527077,0.0355028380485227,0.1,12141.900000000001,10809.900000000001,0.890297235193833,1100.0,32629.998188782087,29.663634717074626,48.4,Premium,1499,Recommend
CUST0093,Individual Professionals,Europe,999,1499,1050.0,109.0,1114.0,69,6,0.09178197623349109,0.07327734488246608,0.15,7644.9,6990.9,0.9144527724365263,566.8468468468468,14735.398824044509,25.995379362189137,72.0,Premium,999,Test
CUST0094,Individual Professionals,North America,999,1199,810.0,85.0,1121.0,94,12,0.12331329477536052,0.05307216044340607,0.1,12949.2,11929.2,0.9212306551756093,538.7387387387388,17737.001046094905,32.92319592168118,68.9,Moderate Increase,999,Recommend
CUST0095,Students,Middle East,499,899,560.0,78.0,562.0,79,4,0.049315843210301386,0.0928446945064189,0.05,3416.2,3104.2,0.9086704525496165,320.4008016032064,7582.532082968101,23.66577126220342,93.9,Value Entry,999,Recommend
CUST0096,Enterprise,North America,4999,1499,4430.0,865.0,6789.0,92,25,0.2706632692641218,0.014377291058431682,0.1,33727.5,12102.5,0.3588318138017938,5200.0,33187.055298486885,6.382126018939785,19.9,Premium,4999,Test
CUST0097,Mid-Market,Southeast Asia,2499,1199,2930.0,235.0,3298.0,110,27,0.24182534214053833,0.02072608595739864,0.15,27517.05,21172.05,0.7694156895452092,2300.0,37049.81448378041,16.108614992948002,33.5,Moderate Increase,1999,Test
CUST0098,Individual Professionals,India,999,899,980.0,161.0,1293.0,123,24,0.19115207200460843,0.04869590587132864,0.1,19418.4,15554.400000000001,0.8010134717587443,520.0,12661.027089913954,24.348129019065297,65.4,Value Entry,999,Recommend
CUST0099,Individual Professionals,Middle East,999,699,1170.0,124.0,1189.0,58,10,0.17110975139271634,0.054206372162686665,0.05,6640.5,5400.5,0.8132670732625555,520.0,9422.800831986635,18.120770830743528,66.1,Value Entry,999,Recommend
CUST0100,Students,Southeast Asia,499,999,450.0,65.0,676.0,66,4,0.062483149693389924,0.08703016290598029,0.0,3996.0,3736.0,0.934934934934935,330.501002004008,9797.911429477746,29.645633054265073,94.3,Moderate Increase,999,Recommend
CUST0101,Enterprise,Southeast Asia,4999,1499,5250.0,458.0,7101.0,102,29,0.28043316849997063,0.011500773145021192,0.15,36950.35,23668.35,0.6405446768433858,5200.0,70148.64425414281,13.490123895027464,20.0,Premium,4999,Test
CUST0102,Individual Professionals,Southeast Asia,999,1499,970.0,159.0,1345.0,77,12,0.15121651866306984,0.057473086806167896,0.0,17988.0,16080.0,0.8939292861907938,566.8468468468468,21975.260663121262,38.76754503506771,74.4,Premium,999,Test
CUST0103,Students,Europe,499,699,480.0,52.0,584.0,74,8,0.10314371834123773,0.08514491018819584,0.05,5312.4,4896.4,0.9216926436262329,300.2004008016032,6576.2833794960325,21.90631112395541,99.6,Value Entry,999,Recommend
CUST0104,Enterprise,Europe,4999,499,5640.0,810.0,6289.0,81,22,0.2741404952990296,0.016509201972179408,0.05,10429.099999999999,-7390.9000000000015,-0.7086805189326023,5200.0,-20013.307375742843,-3.848712956873624,21.3,Penetration,4999,Test
CUST0105,Students,Europe,499,699,560.0,76.0,578.0,82,8,0.10065959117808891,0.08041926782069422,0.15,4753.2,4145.2,0.8720861735252041,300.2004008016032,5924.957653694218,19.73667469421505,97.5,Value Entry,999,Recommend
CUST0106,Enterprise,North America,4999,899,5280.0,573.0,5113.0,103,31,0.29837454335436114,0.014777661316358178,0.15,23688.649999999998,5925.649999999998,0.2501472224039782,5200.0,12743.914345290268,2.450752758709667,20.4,Value Entry,4999,Test
CUST0107,Enterprise,Europe,4999,1999,5280.0,653.0,5622.0,91,24,0.2680862247439484,0.022128654474144315,0.15,40779.6,25107.6,0.6156901980401965,5200.0,46229.657086343555,8.890318670450684,21.3,High Premium,4999,Test
CUST0108,Mid-Market,Europe,2499,899,2740.0,430.0,2896.0,138,36,0.25888568640438414,0.027381680184619908,0.05,30745.8,15265.8,0.49651659738891163,2300.0,15062.581833432405,6.54894862323148,33.7,Value Entry,1999,Test
CUST0109,Small Businesses,North America,1499,999,1840.0,260.0,1783.0,124,26,0.207030867806104,0.045154764406949946,0.05,24675.3,17915.3,0.7260418313049892,1100.0,14570.690783719947,13.246082530654498,46.3,Moderate Increase,1499,Test
CUST0110,Students,Middle East,499,699,540.0,60.0,638.0,57,5,0.0884936537496864,0.07654714854764663,0.1,3145.5,2845.5,0.9046256556986171,300.2004008016032,6865.533566340681,22.86983477706275,92.5,Value Entry,999,Recommend
CUST0111,Enterprise,India,4999,699,5630.0,573.0,6557.0,74,22,0.2995728305432372,0.008988939929477585,0.05,14609.099999999999,2003.0999999999985,0.137113169189067,5200.0,10038.064302056699,1.9303969811647497,19.1,Value Entry,4999,Test
CUST0112,Individual Professionals,Southeast Asia,999,499,990.0,125.0,1213.0,48,10,0.19952525210542646,0.049782820533928754,0.15,4241.5,2991.5,0.705292938818814,520.0,5709.95106722697,10.980675129282634,69.0,Penetration,999,Test
CUST0113,Enterprise,Europe,4999,999,4950.0,690.0,7043.0,101,27,0.270128133738934,0.011803557716698939,0.0,26973.0,8343.0,0.30930930930930933,5200.0,25869.547808754814,4.9749130401451565,19.1,Moderate Increase,4999,Test
CUST0114,Mid-Market,Europe,2499,1999,2500.0,449.0,4188.0,97,23,0.24077001842335055,0.021903499651559986,0.0,45977.0,35650.0,0.7753876938469234,2300.0,69214.94736719424,30.093455377040975,33.8,High Premium,1999,Recommend
